,label,title,subtitle,num_colors,price,reduced_price,url,description,colors,n_reviews,avg_stars
700,,Nike Defy All Day,Men's Training Shoes (Extra Wide),12 Colors,$65,$44.97,https://www.nike.com/t/defy-all-day-mens-training-shoes-extra-wide-MM9Cfq/DM7564-001,Take on everyday challenges in the the Nike Defy All Day. Leather up top and rubber traction on the bottom create a durable design that lasts the rigors of tough training sessions. Soft cushioning carries comfort through your workout—or throughout a day of getting things done.,White/Gold Suede/Black; White/Black/White; White/Metallic Silver/Midnight Navy; White/University Red/Black; Black/White/Black; Black/Black/Black,5.0,4.4
701,,Nike WearAllDay SE,Baby/Toddler Shoes,4 Colors,$45,$33.97,https://www.nike.com/t/wearallday-se-baby-toddler-shoes-WZx6Fc/DO9379-100,"A chalky Swoosh logo and sun-washed rainbow on the Nike WearAllDay SE celebrate the happy, hopeful messages found in kids' sidewalk chalk art. With soft foam underfoot and breathable mesh, these comfy everyday kicks have little ones covered from playtime to chill time.",White/Crimson Bliss/Light Madder Root; Black/University Red/Bright Crimson/White; Aura/Worn Blue/White; Pink Foam/White,0.0,0.0
702,Customize,Nike React Escape Run 2 By You,Custom Women's Road Running Shoes,6 Colors,$130,,https://www.nike.com/u/custom-nike-react-escape-run-2-by-you-10001336/6775540076,"Unplug from the outside noise and put the finishing touches on the React Escape Run 2 NBY, a look that’s all about your authentic expression. Choose between an array of solid colors or one of two graphic prints on the plush collar and soft yet responsive midsole regions. Then dive into the many component details to create a design that is unapologetically YOU.",,,
703,,Nike Air More Uptempo,Little Kids' Shoes,5 Colors,$100,$85.97,https://www.nike.com/t/air-more-uptempo-little-kids-shoes-bh0ZVn/FB1343-001,"There’s 1 thing that stands out about the Nike Air More Uptempo. Can you and your kiddo guess what it is? We’ll give you a hint: It’s all about the A-I-R! These play-ready shoes were in a league of their own in the ‘90s. Now, they’re ready to help your little one blaze a new trail with the swag of a legend and the comfort of Air cushioning.",Black/University Red/White; Black/White/Metallic Gold/Action Grape; White/White/Midnight Navy; Phantom/White/Sanddrift/Light Iron Ore; Medium Blue/Battle Blue/White; Cool Grey/White/Midnight Navy,0.0,0.0
704,,Nike Air Max Correlate,Women's Shoes,5 Colors,$95,$76.97,https://www.nike.com/t/air-max-correlate-womens-shoes-29Vjp0/511417-100,The Nike Air Max Correlate sets you up in throwback style with a multi-textured upper and Max Air unit. Its soft foam midsole and breathable upper offer all-day comfort wherever your day takes you.,White/New Green/Bright Mango/Black; White/University Gold/Rave Pink/Dark Grey; White/Strata Grey/Sport Fuchsia/Metallic Silver; White/Club Purple/Turquoise Blue/Dark Grey; White/Pure Platinum/Wolf Grey/Fireberry,56.0,4.7
705,,Nike Air Force 1 GTX,Men's Shoes,1 Color,$150,$127.97,https://www.nike.com/t/air-force-1-gtx-mens-shoes-MXf3Lm/CT2858-001,"The radiance lives on in the Nike Air Force 1 ’07 GTX, the b-ball OG that puts a fresh spin on what you know best: crisp leather, bold colors and the perfect amount of flash to make you shine. This time it's clad in GORE-TEX technology.",Shown: Anthracite/Barely Grey/Black,34.0,4.5
706,Sustainable Materials,Nike Free RN 2021,Baby/Toddler Shoes,3 Colors,$50,$30.97,https://www.nike.com/t/free-rn-2021-baby-toddler-shoes-Pf8h3l/CZ3997-610,"Lighten little ones’ steps with the Nike Free RN 2021. Kiddos can feel fast with these super lightweight running-inspired kicks all day. With deep flex grooves, a crazy stretchy knit material and a secure strap, we bring the next evolution of the Free’s “barefoot-like” feel to crawl time and playtime.",Pink Foam/White/Pink Glaze/Metallic Silver; Black/Dark Smoke Grey/Light Smoke Grey/White; Midnight Navy/Orange/Imperial Blue/White,8.0,4.8
707,Best Seller,Nike Court Legacy Lift,Women's Shoes,3 Colors,$90,,https://www.nike.com/t/court-legacy-lift-womens-shoes-x0B6BB/DM7590-001,"Elevate your style with the Nike Court Legacy Lift. Its platform midsole delivers a bold statement on top of the classic, easy-to-wear design. And don't worry, we've kept the fit you love.",Light Soft Pink/Pink Oxford/Desert Berry/Sail; White/Rattan/Black/Team Orange; Black/White/Team Orange/Sail,10.0,4.6
708,,Nike Revolution 5,Men's Road Running Shoes,2 Colors,$65,,https://www.nike.com/t/revolution-5-mens-road-running-shoes-ZXqS6C/BQ3204-001,"When the road beckons, answer the call in a lightweight pair that’ll keep you moving mile after mile. Soft foam cushions your stride, and a reinforced heel delivers a smooth, stable ride. Crafted with knit material for breathable support, while a minimalist design fits in just about anywhere your day takes you.",Black/Anthracite; Platinum Tint/Grey Fog/White/Summit White; Pure Platinum/Chile Red/White/Thunder Blue; Black/Anthracite/White; Cool Grey/Dark Grey/Pure Platinum,538.0,4.4
709,Available in SNKRS,Nike Cortez SP,Men's Shoes,1 Color,$130,,https://www.nike.com/launch/r/DR1413-100,,,,
710,Sustainable Materials,Nike Air Max SYSTM,Little Kids' Shoes,7 Colors,$75,$71.97,https://www.nike.com/t/air-max-systm-little-kids-shoes-bpKSzc/DQ0285-002,"Cassette mixtapes, music videos and mall arcades—the '80s had it all. We’re celebrating that gnarly era with the Nike Air Max SYSTM. From the big and bold Air unit in the heel to design lines inspired by our favorite throwback Air Max shoes, these kicks are all about bringing back what’s cool and introducing it to a new generation.",Black/Black/Anthracite; White/Obsidian/Wolf Grey; Black/Wolf Grey/White; Black/Anthracite/Summit White/Team Red; White/Pure Platinum/White; Dark Smoke Grey/Flat Pewter/Light Iron Ore/White; White/Midnight Navy/Game Royal/Bright Crimson,7.0,3.9
711,Coming Soon,Nike Dunk Low SE,Women's Shoes,1 Color,$120,,https://www.nike.com/t/dunk-low-se-womens-shoes-9cqwJf/DZ5318-640,"Created for the hardwood but taken to the streets, the Nike Dunk Low returns with a special update inspired by your favorite childhood teddy bear. Soft suede pairs with a knit fabric and velvet lining to infuse this '80s b-ball icon with cozy vibes while its padded, low-cut collar lets you comfortably take your game anywhere.",,,
712,,Nike Kawa Lil Fruits,Baby/Toddler Slides,1 Color,$26,$21.97,https://www.nike.com/t/kawa-lil-fruits-baby-toddler-slides-wZmtbG/DV3393-600,"A fruity strap and smoothie-like swirls bring a summery vibe to the Nike Kawa Lil Fruits, an easy slip-on for little feet. But just because it's a slip-on doesn't mean they can't scoot, walk or run their hardest—a back strap secures their feet while they play.",Shown: Siren Red/Washed Teal/Mint Foam/White,6.0,4.7
713,,KD14 (Team),Basketball Shoe,2 Colors,$150,$109.97,https://www.nike.com/t/kd14-team-basketball-shoe-tc80Lp/DA7850-100,"The KD14 (Team) is designed to help versatile, relentless players like KD feel fresh all game. Multilayer mesh and a midfoot strap help reduce you foot's movements inside the shoe. Full-length Zoom Air cushioning plus Cushlon foam give back energy for lasting performance.",Black/Volt/White; White/Vapor Green/Black,39.0,4.6
714,,Nike On Deck,Women's Slides,4 Colors,$25,$23.97,https://www.nike.com/t/on-deck-womens-slides-cB99q2/CU3959-005,"The Nike On Deck is your go-to flip flop with its easy-to-wear, no frills design. The rounded toe post limits chaffing while the foam midsole delivers the perfect amount of lightweight cushioning. Its Waffle-inspired tread adds a heritage touch that gives you traction and durability.",Black/Black/White; Pink Prime/White/Black; Black/White/Black; Black/Sunset Pulse/White,60.0,4.8
715,,Air Jordan 12 Low,Golf Shoes,4 Colors,$220,,https://www.nike.com/t/air-jordan-12-low-golf-shoes-0fSmzT/DH4120-100,"Michael Jordan's game-winning classic returns—and this time, it's built for golf. The AJ12 Low gears up for the course with a springy full-length Zoom Air unit, plus a hybrid outsole with integrated traction and 7 removable spikes. Sunrise-inspired stitch lines on the upper recall the original '96 design and the biggest moments in that season's title run (remember MJ's buzzer beater in Game 1?). With legendary looks and all-star features, there's nothing stopping you from hitting the back 9. Time to get swinging.",Sail/Dark Driftwood/Rattan/Black; White/Metallic Silver/Varsity Red/French Blue; White/Metallic Gold/Taxi/Black; Black/Varsity Red/Metallic Silver/White,0.0,0.0
716,Sustainable Materials,Nike Air Force 1 Crater Next Nature,Big Kids' Shoes,2 Colors,$95,,https://www.nike.com/t/air-force-1-crater-next-nature-big-kids-shoes-m64P5f/DH8695-101,"Legend. Icon. What else? Too many words can describe the Nike Air Force 1. Originally a star on the basketball court, the AF1 is a streetwear fave today. This version is made with at least 20% recycled materials by weight. Plus, the rubber sole is made with some Nike Grind, which is recycled waste (i.e., the scraps) from the footwear manufacturing process.",White/Volt/Black/Light Bone; Light Smoke Grey/ASH GREY/Volt/Particle Grey; White/Volt/Pure Platinum/Sangria,0.0,0.0
717,Customize,Nike Air Force 1 High Unlocked By You,Custom Men's Shoes,4 Colors,$165,,https://www.nike.com/u/custom-nike-air-force-1-high-unlocked-by-you-10001345/7257157861,"Bring yourself to the table with the original highflier. Fully customizable, it lets you be as expressive as you want. Choose between an original Swoosh or a crystal-inspired one. Add metallic finishes. Speckle the midsole. For a little extra punch, select left/right independent outsole colors. Then, finish it off with an 11-character message that tells a piece of your story. Welcome to the AF1 community.",,,
718,Just In,Air Jordan 12 Retro x Eastside Golf,Men's Shoes,1 Color,$200,,https://www.nike.com/t/air-jordan-12-retro-x-eastside-golf-mens-shoes-0lRqmp/DV1758-108,"Out of the clay, into the future. Partnering with Eastside Golf, we're bringing a modern aesthetic to the AJ12. Transcending traditional golf attire, the design's premium leather and neutral colorway pair with Metallic Gold accents to add some flash to your swing. The Burnt Sunrise outsole has a ""mud-splatter"" effect—a reminder that you can overcome adversity, no matter where a bad shot lands you. Eastside Golf branding, a special edition hangtag, and a custom shoebox add an authentic finish to your game. This is the next generation of golf. You ready?",Shown: Muslin/Burnt Sunrise/Black,0.0,0.0
719,,Nike Omni Multi-Court,Baby/Toddler Shoes,6 Colors,$50,$38.97,https://www.nike.com/t/omni-multi-court-baby-toddler-shoes-xqkfzB/DM9028-004,"What’s Omni, you ask? It means universal, inclusive and all. Playtime is about freedom and imagination. As the ultimate play shoe, there are no limits when your kiddo pulls these Nikes on. They’re durable for any indoor surface (hint: helpful for early walkers), and lightweight to make getting around easy.",Black/Bright Spruce/White/Barely Volt; Pure Platinum/Midnight Navy/Metallic Silver; Pink Foam/Hyper Pink/Medium Soft Pink/White; Midnight Navy/Game Royal/White/Safety Orange; Black/Anthracite; Black/White,0.0,0.0
720,,Nike Manoa,Little Kids' Boots,3 Colors,$65,$55.97,https://www.nike.com/t/manoa-little-kids-boots-ThPnr1/BQ5373-001,"The Nike Manoa has everything little ones need for their next adventure: leather, soft foam cushioning and a design made to last. A rubber sole with an aggressive traction pattern helps them tackle cold, wet days.",Black/Black/Black; Black/Sesame/Game Royal/Black; Wheat/Black/Wheat,51.0,4.9
721,,Zion 2,Little Kids' Shoes,1 Color,$75,,https://www.nike.com/t/zion-2-little-kids-shoes-DmSVRs/FD4092-410,Prep your future pro with a pint-sized version of the Zion 2. An adjustable strap helps support little feet when young athletes are hard at play—and makes 'em easier to take off when the game is over.,Shown: Hyper Royal/Black/White,0.0,0.0
722,,Nike Air Zoom Tempo NEXT%,Men's Road Running Shoes,7 Colors,$200,$139.97,https://www.nike.com/t/air-zoom-tempo-next-mens-road-running-shoes-HMLvjm/CI9923-104,"While these speedsters could easily pass the test on race day, they double as your go-to shoe for your training routine. The supportive fit and soft cushioning work together to make them comfortable enough to withstand those double-digit mileage days, and light enough to help quicken your tempo when the time is right.",Racer Blue/Black/Photo Blue/White; Black/Anthracite/Pure Platinum/White; Barely Volt/Mint Foam/Barely Green/Cave Purple; Total Orange/Crimson Tint/Bright Crimson/Black; White/Pure Platinum/Black/Photo Blue; Particle Grey/Dark Grey/Wild Berry/Volt; Black/Volt/White; Black/Hyper Violet/Football Grey/Flash Crimson,182.0,4.2
723,,Air Jordan 1 Mid SE,Big Kids' Shoes,1 Color,$120,,https://www.nike.com/t/air-jordan-1-mid-se-big-kids-shoes-NMrSqz/DX2462-100,"Get outside! These AJ1s are ready for any adventure you wanna take, from the backyard to the national park. Made with the style and comfort you expect from a pair of Jordan sneakers—think quality leather uppers and Air cushioning in the sole—this design gets an extra splash of summery fun with bright colors and embroidered details.",Shown: Sail/Psychic Blue/Vivid Green/Safety Orange,0.0,0.0
724,,Nike Quest 5,Men's Road Running Shoes,9 Colors,$80,$76.97,https://www.nike.com/t/quest-5-mens-road-running-shoes-1tmPXN/DD0204-005,"You lace up in pursuit of new personal goals. Let the Nike Quest 5 help you reach those aspirations. This neutral trainer gives you a smooth, comfortable ride with plenty of traction. We focused on our foam, adding more cushioning for a better transition from heel to toe.",Black/Smoke Grey/Dark Smoke Grey/White; Black/Smoke Grey/University Red; Cargo Khaki/Sequoia/White/Glacier Blue; Racer Blue/Old Royal/Black/White; Black/Cobblestone/Laser Blue/Bright Crimson; White/Light Crimson/Black/Valerian Blue; Black/Dark Smoke Grey; Photon Dust/Aviator Grey/Metallic Silver/Black; White/White/Pure Platinum,12.0,4.2
725,Customize,Nike Air Force 1 High By You,Men's Custom Shoes,6 Colors,$145,,https://www.nike.com/u/custom-nike-air-force-1-high-by-you-shoes-10001372/2623049805,"Let your design shine in satin, keep it classic in canvas, and get luxe with leather. No matter what you choose, these AF1s are all about you. 12 classic color choices and an additional gum option for the sole mean your shoe is destined to be one of a kind, just like you.",,,
726,,Nike Little Posite One,Big Kids' Shoes,1 Color,$180,,https://www.nike.com/t/little-posite-one-big-kids-shoes-sJ3Qmd/CU1054-001,"The Nike Little Posite One is inspired by a late ‘90s hoops favorite—now reimagined for kids. These classic high-tops not only help you look like a champion, they're also durable and cushy so you'll feel like an all-star.",,38.0,5.0
727,,Nike Kawa,Baby/Toddler Slides,8 Colors,$28,,https://www.nike.com/t/kawa-baby-toddler-slides-rQSC5p/BV1094-010,The Nike Kawa Slide has a soft strap and plush cushioning for comfort that lasts all day. Hidden seams help prevent rubbing.,Off Noir/Off Noir/Metallic Red Bronze; Thunder Blue/Purple Pulse; White/Black/White/Black; Pink Glaze/Midnight Navy/Metallic Silver; Hyper Cobalt/Wolf Grey/White; Digital Pink/Black/White; Black/Black/Pure Platinum; Black/Metallic Gold; Black/White/White/White,346.0,4.1
728,,Nike Air Max 96 II,Men's Shoes,1 Color,$160,$136.97,https://www.nike.com/t/air-max-96-ii-mens-shoes-CGqLnr/CZ1921-101,"For the first time, the Air Max 96 II returns with a 1-1 remake. Bringing back the sporty aesthetic imagined by famed Nike designer Sergio Lorenzo with retro colors on classic '90s construction, it's a return to throwback track styling. Nike Air cushioning keeps it comfortable. Long live the bubble.",,10.0,4.6
729,,Nike Air Force 1 Low SP x UNDERCOVER,Men's Shoes,3 Colors,$165,,https://www.nike.com/t/air-force-1-low-sp-x-undercover-mens-shoes-6M1qZM/DQ7558-101,"UNDERCOVER's Jun Takahashi redefines the original hoops look for the future. With utilitarian details like its water-resistant GORE-TEX sleeve and supportive plastic heel piece, it brings new meaning to nothin’-but-net style.",White/Sail/White/White; Black/White/Black/Black; Grey Fog/Black/University Gold/Grey Fog,2.0,3.0
730,,Nike Air Max SC,Baby/Toddler Shoes,4 Colors,$60,$57.97,https://www.nike.com/t/air-max-sc-baby-toddler-shoes-tDCZHt/CZ5361-002,"Simple, comfortable and cushioned with Air—the Nike Air Max SC is an easy yes. The mixture of textures creates a durable and lightweight design little feet can rock all day. Plus, flexible cushioning and an easy strap are everything needed for playtime.",Black/White; Violet Ore/Light Violet Ore/Pink Glaze; Anthracite/Team Red/Summit White/Black; Black/Black/Black; White/Black; White/Violet Frost/Thunder Blue/Metallic Silver; Mystic Navy/Black/Light Photo Blue; White/Wolf Grey/Game Royal; Phantom/Rattan/Summit White/Black,7.0,4.1
731,Just In,Nike Air Zoom LJ Elite,Track & Field Jumping Spikes,2 Colors,$150,,https://www.nike.com/t/air-zoom-lj-elite-track-field-jumping-spikes-pSDffB/CT0079-101,"We geared the ultra-lightweight long jumping shoes to reach new heights. More bounce and stability helps give you the speed you need as you reach lift off. Underfoot traction helps you stay upright over multiple surfaces. Plus, we've got you covered with an adjustable cross strap for a secure fit. So, fasten in and get ready to fly to your personal best.",White/Laser Orange/Hyper Pink/Black; Mint Foam/Volt/Cave Purple,15.0,4.5
732,,Nike MC Trainer,Men's Training Shoes,4 Colors,$70,$59.97,https://www.nike.com/t/mc-trainer-mens-training-shoes-B1ZQ2g/CU3580-001,"The Nike MC Trainer helps you transition from heavy lifting in the weight room to agility drills on the turf without skipping a beat. It packs stability, durability and flexibility into a versatile design that supports all the ways you move while you train for your sport.",Pure Platinum/Cool Grey/Total Orange/White; Black/White; Cobblestone/Iron Grey/Khaki/Light Iron Ore; Cool Grey/White/Black; Obsidian/Metallic Armory Navy/Thunder Blue/White,68.0,4.4
733,,Nike Blazer Low Jumbo,Men's Shoes,4 Colors,$100,$77.97,https://www.nike.com/t/blazer-low-jumbo-mens-shoes-Z1xc3G/DV3506-100,"They say, “Don’t fix what works.” We say, “Perfect it.” A jumbo-sized Swoosh design updates this hoops original for style that’s hard to ignore. A low-profile silhouette and durable design harness the old-school look you love, while visible foam on the tongue and plush collar details add tried-and-true comfort—it’s a no-brainer.",White/Black/Team Orange/Vivid Sulfur; White/White/Sail/Black; White/Photon Dust/Light Smoke Grey/University Red; White/Grey Fog/Sail/Alpha Orange,0.0,0.0
734,Coming Soon,Air Jordan 11 Retro 3/4,Little Kids' Shoes,1 Color,$100,,https://www.nike.com/t/air-jordan-11-retro-3-4-little-kids-shoes-eMprjl/378039-116,"The Air Jordan 11 Retro 3/4 features the plush cushioning, unique lines and durability of the original, delivering the lasting comfort and bold look that made it famous.",Shown: White/Black/Varsity Red,,
735,,NikeCourt React Vapor NXT,Women's Hard Court Tennis Shoes,5 Colors,$160,$128.97,https://www.nike.com/t/nikecourt-react-vapor-nxt-womens-hard-court-tennis-shoes-j4FPd1/CV0742-410,"For the rally that won’t relent or the dangling volley that needs to be smashed at the net, go with the next generation of tennis performance. Backed by years of athlete data, it provides the kind of tenacious traction that can help you get to that unreachable ball along the baseline. An innovative cushioning system offers the sort of satisfying support that can help make the difference if your match goes the distance.",Glacier Ice/White/Midnight Navy; Black/Metallic Red Bronze/White; Sail/Light Bone/Peach Cream/Dark Driftwood; Medium Blue/Doll/Barely Green/Black; Obsidian/Mint Foam/White,10.0,3.7
736,Sustainable Materials,Nike EcoHaven Next Nature,Women's Slides,2 Colors,$50,$29.97,https://www.nike.com/t/ecohaven-next-nature-womens-slides-JF4zHq/DH6657-600,"The Nike EcoHaven Slide —wear it all day, in wet or dry conditions, from the beach to the boardwalk and everywhere in between. Its Crater foam delivers amazing step-in comfort, and Nike Grind helps keep your foot from slipping. To top it off, we've made it from at least 20% recycled materials by weight. So get out there and do good by looking good.",Photon Dust/White/Grey Fog/Black; Atmosphere/Crimson Bliss/Photon Dust/Madder Root,1.0,5.0
737,Sustainable Materials,Nike Free Terra Vista Next Nature,Men's Shoes,5 Colors,$125,$66.97,https://www.nike.com/t/free-terra-vista-next-nature-mens-shoes-sG3w1d/DM0861-002,"From the streets to the trails to everywhere in between, the Nike Free Terra Vista makes everything common ground. Crafted from at least 20% recycled materials by weight, its rugged upper features mesh, webbing and synthetic suede for an outdoorsy vibe. Its speckled Crater foam midsole gives it pop. And the large flex grooves on the outsole let you move freely, maintaining the comfort of the original.",Black/Grey Fog/White/Vivid Green; Desert Ochre/Cocao Wow/Amethyst Wave/Citron Tint; Black/Bright Spruce/Oil Green/Mint Foam; Black/Anthracite/Orange/Canvas; Brown Kelp/Sequoia/Black/Pink Glaze,23.0,4.3
738,Coming Soon,Nike Dunk Low Retro,Men's Shoes,1 Color,$110,,https://www.nike.com/t/dunk-low-retro-mens-shoes-PhnGJP/DD1391-702,"Created for the hardwood but taken to the streets, the Nike Dunk Low Retro returns with crisp overlays and original team colors. This basketball icon channels '80s vibes with premium leather in the upper that looks good and breaks in even better. Modern footwear technology helps bring the comfort into the 21st century.",,,
739,Sustainable Materials,Nike Air Zoom Arcadia 2,Big Kids' Road Running Shoes,6 Colors,$75,$63.97,https://www.nike.com/t/air-zoom-arcadia-2-big-kids-road-running-shoes-gRPsFm/DX6067-301,"Jog, run or sprint to the next level and max out your fun quota in the Nike Air Zoom Arcadia 2. Snappy and responsive cushioning puts a little extra boost in your step while a lightweight, flexible sole helps you climb the points ladder in comfort. A digital refresh of the Swoosh design keeps your eyes on the prize.",Barely Green/White/Laser Orange/Black; Game Royal/Black/White; Pink Foam/Summit White/Pink Blast/Hyper Pink; Black/Wolf Grey/White/Metallic Gold; Black/Anthracite/White; Barely Grape/Metallic Copper/Violet Frost/Thunder Blue,0.0,0.0
740,,"Jordan Air NFH ""Bayou Boys""",Shoes,1 Color,$110,,https://www.nike.com/t/jordan-air-nfh-bayou-boys-shoes-m2NBCH/DM3263-900,"The versatile Jordan Air NFH is not for hooping, but its look and feel are a testament to the game's huge influence in sneaker and streetwear culture. Classic basketball details like visible Air cushioning, stitched overlays and herringbone traction contrast with the diverse materials, textures and technical gear vibe. This camo ""Bayou Boys"" version is inspired by the swampy green colors of one of Zion's game shoes.",Shown: Multi-Color/Black/White/Carbon Green,13.0,5.0
741,,Jordan 5 Retro,Baby/Toddler Shoes,1 Color,$70,,https://www.nike.com/t/jordan-5-retro-baby-toddler-shoes-39MvMl/DQ3736-003,"Inspired by Mike's classic game shoe, these kicks have the cool factor of the AJ5 while keeping the needs of little feet in mind. We used a mix of premium materials to make 'em soft, cushiony and flexible. Rubber outsoles add stable traction for all of baby's first steps.",Shown: Silver/Flint Grey/Green Bean,5.0,5.0
742,,Nike Alpha Huarache Varsity 4 Turf,Men's Baseball Shoes,4 Colors,$60,,https://www.nike.com/t/alpha-huarache-varsity-4-turf-mens-baseball-shoes-RzVnlq/DJ6518-414,"Let the baseball world know what kind of bat-wielding beast you are. The midsole has plush cushioning, perfect for sprinting around the bags or robbing your opponent of extra bases in the field. The plush, breathable upper helps keep you contained without adding any unnecessary weight. Plus, the grippy rubber traction is tailor-made for all-out effort plays.",Black/Dark Smoke Grey/Light Smoke Grey/White; Hyper Royal/Deep Royal Blue/University Blue/White; University Red/Team Red/Habanero Red/White; White/Wolf Grey/Pure Platinum/Black,2.0,5.0
743,Best Seller,Nike Force Zoom Trout 8 Turf,Men's Baseball Shoes,3 Colors,$120,,https://www.nike.com/t/force-zoom-trout-8-turf-mens-baseball-shoes-Sgx8Dm/DJ6522-161,"When it’s almost game time, lace up in a design that helps you get ready for the 1st pitch. Feel the spring of the Zoom Air cushioning as you take batting practice or grind in the cage. Lean into the speed and comfort of the underfoot plate as you warm up for the afternoon doubleheader.",Summit White/White/Black/Bright Crimson; Black/Dark Smoke Grey/Light Smoke Grey/White; White/Wolf Grey/Pure Platinum/Black,0.0,0.0
744,Best Seller,Jumpman Two Trey,Big Kids' Shoes,4 Colors,$115,,https://www.nike.com/t/jumpman-two-trey-big-kids-shoes-kZgK4d/DQ8431-108,"Ride high in kicks created to honor MJ's time in Chicago. High-quality leather and classic Air cushioning combine for a premium look and feel. Who are you reppin'? Two Trey, baby.",White/Starfish/Black; White/University Red/Navy; Black/Black/White/University Red; Black/Dark Concord/White/True Red,2.0,4.0
745,Sold Out,Nike Blazer Mid '77 SE,Big Kids' Shoes,1 Color,$90,$76.97,https://www.nike.com/t/blazer-mid-77-se-big-kids-shoes-m0h7sX/DZ4458-100,"Love all things purple? Us too! That’s why we added 2 shades of purple to this Nike Blazer Mid ’77. It channels the old-school look of Nike basketball with a mid-cut collar and vintage midsole finish. Throwback style with modern materials means you can run, skip and jump in comfort.",Shown: White/Light Thistle/Lapis,2.0,5.0
746,,Nike Max 90 SE,Baby Crib Booties,1 Color,$50,$42.97,https://www.nike.com/t/max-90-se-baby-crib-booties-wmMGP9/DR0407-200,"Your little adventurer will love exploring the outdoors in the Nike Max 90. This special edition of our kid-sized AM90 encourages discovery and play through nature. Look closely to unearth all the fun details we tucked into these durable shoes, like the mushroom-inspired print above the midsole. Can your little one spot it?",Shown: Pearl White/Bright Crimson/Summit White/Light Thistle,0.0,0.0
747,,Zion 1,Infant/Toddler Shoes,3 Colors,$50,,https://www.nike.com/t/zion-1-infant-toddler-shoes-hwHKfr/DC2023-006,"Inspired by Zion's 1st signature shoe, the Zion 1 sets up little ones with a sneaker that's comfy, sleek and fast-looking. It's soft and flexible underfoot, light and supportive all around. Colors and details match what Zion wears on court.",White/Laser Orange/Dynamic Turquoise/Black; Black/White/Bright Crimson; Carbon Green/Asparagus/Beach/Black,13.0,4.9
748,Just In,Nike Dunk High,Big Kids' Shoes,5 Colors,$105,,https://www.nike.com/t/dunk-high-big-kids-shoes-s8TQL9/DB2179-110,"Feel like an '80s-era All-Star in the Nike Dunk High. These classic high-tops are scaled down just right for kids. With a super durable design and OG colors, these are an easy slam dunk.",White/Bright Spruce/Black/Volt; Black/Yellow Strike/Summit White/Safety Orange; Medium Blue/Midnight Navy/White; Summit White/Black/Coconut Milk/Football Grey; Phantom/Stadium Green/Black/Sail,43.0,4.8
749,,Nike Air Force 1 High,Women's Shoes,3 Colors,$125,,https://www.nike.com/t/air-force-1-high-womens-shoes-vBhHD4/DD9624-103,"This shoe has everything you love best: crisp overlays, bold hoops style and the perfect amount of flash to let your shoe game shine. The padded, high-cut collar and hook-and-loop closure adds classic comfort while perforations help keep you cool.",Black/Black/Black/Black; White/White/Metallic Gold; White/White/White/White,45.0,4.3
750,,Nike Project Pod,Little Kids' Shoe,1 Color,$55,$32.97,https://www.nike.com/t/project-pod-little-kids-shoe-016xsr/CQ4396-100,"Highly breathable, soft cushioning and a rubber heel pod for even more comfort—what’s not to like? Slip the Nike Project Pod onto little feet for comfort with every growing step.",Shown: White/Platinum Tint/Volt/White,22.0,4.6
751,,Jordan 1 Mid,Infant/Toddler Shoes,2 Colors,$55,,https://www.nike.com/t/jordan-1-mid-infant-toddler-shoes-VxLp6j/640735-135,"Inspired by the original AJ1, the Jordan 1 Mid is lightweight and supportive, great for little kids still getting the hang of walking and running.",White/Stealth; Black/White/Dark Iris,312.0,4.9
752,,Nike Air Max SC,Big Kids' Shoe,3 Colors,$80,$76.97,https://www.nike.com/t/air-max-sc-big-kids-shoe-MS26RR/CZ5358-002,"Simple, comfortable and cushioned with Air—the Nike Air Max SC is an easy yes. The mixture of textures creates a durable and lightweight design you can rock all day, any day.",Black/Black/White; Black/Black/Black; White/White/Black,63.0,4.6
753,,Nike React Miler 3,Women's Road Running Shoes,1 Color,$120,$102.97,https://www.nike.com/t/react-miler-3-womens-road-running-shoes-wJBJzj/DD0491-001,"Cushioned and comfortable, just like every run should feel. The Nike React Miler 3 gives you a soft and smooth ride as your feet hit the pavement. We added stability at the heel for a secure sensation, while durable traction helps keep you going on runs long and short.",Shown: Black/Anthracite/White,1.0,5.0
754,,Nike SB Zoom Blazer Mid Premium,Skate Shoes,1 Color,$105,,https://www.nike.com/t/sb-zoom-blazer-mid-premium-skate-shoes-Gw3b1K/DA8854-600,"Inspired by the community art spaces of Barcelona, the Nike SB Zoom Blazer Mid Premium is made from a collage of materials like suede, leather and canvas. The design is elevated with a multicolored ""Nike"" embroidery on the heel and a mismatched Swoosh, capped off by a contrasting herringbone sole.",Shown: Dark Wine/Pink Oxford/Cashmere/Black,31.0,4.6
755,,Nike Streakfly,Road Racing Shoes,5 Colors,$160,,https://www.nike.com/t/streakfly-road-racing-shoes-8rTxtR/DJ6566-800,"Our lightest racing shoe, the Nike Streakfly is all about the speed you need to take on the competition in a mile, 5k or 10k race. Low profile with sleek details, it feels like it disappears on your foot to help you better connect with the road on the way to your personal best.",White/Volt/Racer Blue/Black; Total Orange/Bright Crimson/Volt/Black; Black/Dark Sulfur/White/Chlorine Blue; Coconut Milk/Mint Foam/Volt/Cave Purple; White/Flash Crimson/Hyper Violet/Black,10.0,3.5
