,label,title,subtitle,num_colors,price,reduced_price,url,description,colors,n_reviews,avg_stars
379,Member Access,Nike Dynamo GO SE,Little Kids' Easy On/Off Shoes,1 Color,$70,,https://www.nike.com/t/dynamo-go-se-little-kids-easy-on-off-shoes-CqCntP/DV0546-400,"Follow the trail of pawprints left by your little critter when they rock the Nike Dynamo GO. What we love most is how easy these are for kiddos to put on. Little feet can stomp down on the collapsible heel and then slide into the shoe with ease, helping them learn to be independent. Once they're on, let kids imagine themselves as their favorite animal as they go out and play.",Shown: Valerian Blue/Glacier Blue/Enamel Green/Metallic Silver,0.0,0.0
380,,Nike Force 1 Fontanka,Baby/Toddler Shoes,6 Colors,$60,$44.97,https://www.nike.com/t/force-1-fontanka-baby-toddler-shoes-2QmN8k/DO6147-801,"We broke down, tore apart and reassembled a true legend. The Nike Force 1 Fontanka is a crazy twist on our iconic AF1—remade for kiddos. With altered design lines, soft suede touches and extra rubber details, rep the unexpected with a creative take on the ’82 classic.",Coconut Milk/Lemon Wash/Wolf Grey/Coconut Milk; Sesame/Black; Grey Fog/Phantom/Lemon Wash; Light Madder Root/Summit White/Rust Pink/Light Madder Root; Archaeo Pink/Summit White/Sail/Archaeo Pink; White/White/Opti Yellow/White,1.0,5.0
381,,Nike Tiempo Legend 8 Pro TF,Artificial-Turf Soccer Shoes,1 Color,$120,$72.97,https://www.nike.com/t/tiempo-legend-8-pro-tf-artificial-turf-soccer-shoes-qqBgGv/AT6136-090,The Nike Tiempo Legend 8 Pro TF takes the touch of textured leather and adds a grippy rubber outsole for multidirectional traction.,Shown: Black/Siren Red/Light Photo Blue/Black,27.0,3.4
382,Sustainable Materials,Nike Air Max Dawn,Men's Shoes,11 Colors,$110,$65.97,https://www.nike.com/t/air-max-dawn-mens-shoes-Rg69GM/DJ3624-400,"Rooted to track DNA, the Air Max Dawn is made with at least 20% recycled material by weight. Synthetic suede and other materials blend vintage running vibes with fresh details. Nike Air cushioning delivers a feel-good forecast for the day.",White/Light Bone/Black/University Red; White/Black/University Gold/Gorge Green; Elemental Gold/Light Iron Ore/Desert Ochre/Total Orange; Vivid Sulfur/Summit White/White/Siren Red; White/Photo Blue/Black/Red; White/Light Bone/Black/Game Royal; Particle Grey/Armory Navy/Light Bone/Dark Citron; Black/Metallic Silver/Total Orange/Summit White; Team Royal/Red Clay/Light Bone/Summit White; Grey Fog/Black/Gum Light Brown/Summit White; White/Light Bone/Black,18.0,4.9
383,Sustainable Materials,Nike Tanjun,Men's Shoes,6 Colors,$70,$59.97,https://www.nike.com/t/tanjun-mens-shoes-jQ3z1W/DJ6258-004,"Forget the hype. The Nike Tanjun brings you simplicity at its best. Made with at least 20% recycled content by weight, no detail is overlooked on this one. Lightweight. Airy. Comfortable. This shoe is all you need.",Black/Barely Volt/Black; Wolf Grey/Barely Volt/Black/White; Black/Barely Volt/Black/White; Anthracite/Summit White/New Maroon; White/Gorge Green; White/Barely Volt/Black,27.0,4.7
384,,Nike Vapor Edge Speed 360 (Team),Men's Football Cleats,4 Colors,$95,,https://www.nike.com/t/vapor-edge-speed-360-team-mens-football-cleats-jDqksZ/DV0780-004,"Engineered for speed, the Nike Vapor Edge Speed 360 offers a new degree of agility. Its internal full-foot plate offers flexible support, while wide stud placements let you cut quickly and efficiently. Set the stage for a bold and expressive future in a design made to help you live out your football dreams.",Black/White/Dark Smoke Grey/Court Purple; Black/White/Dark Smoke Grey/Pine Green; Black/White/Dark Smoke Grey/Team Orange; Black/White/Dark Smoke Grey/College Navy,1.0,4.0
385,,Nike Air Max Impact 3,Basketball Shoe,8 Colors,$90,$81.97,https://www.nike.com/t/air-max-impact-3-basketball-shoe-0DwcSG/DC3725-008,"Influence the game at both ends of the court in the Nike Air Max Impact 3. Ideal for players who create separation with their vertical, it features pressure-tested Max Air cushioning to help absorb impact. Plus, rubber wraps up the sides for added durability and stability.",Black/Ghost Green/Purple Pulse/Pink Foam; Black/Bright Crimson/White; White/Doll/Black; Light Iron Ore/Phantom/Football Grey/Atomic Green; Photon Dust/Summit White/Aura/Black; Black/Cool Grey/Anthracite/Metallic Gold; Black/Cool Grey/White; Black/Wolf Grey/Cool Grey,44.0,4.7
386,,Nike Wildhorse 7,Men's Trail Running Shoes,6 Colors,$130,,https://www.nike.com/t/wildhorse-7-mens-trail-running-shoes-rJ6R7V/CZ1856-005,Take on those tough and extreme trail runs with the rugged build of the Nike Wildhorse 7. Confidently take on rocky terrain with high-abrasion rubber on the outsole that adds durable traction. The upper delivers durable ventilation with support where you need it. Foam midsole cushioning gives a neutral feel and provides responsiveness on every mile.,Black/Anthracite/Pure Platinum; Gorge Green/Celestine Blue/Enamel Green/Deep Royal Blue; Total Orange/Green Glow/Signal Blue/Obsidian; Smoke Grey/Dusty Sage/Laser Blue/Mint Foam; Light Iron Ore/Cobblestone/Kumquat/Volt; Ironstone/Laser Blue/Black/Barely Grape; Cargo Khaki/Matte Olive/Obsidian/Siren Red; Black/Dark Beetroot/Dynamic Turquoise/Bright Crimson; Light Bone/Cobblestone/Mineral Slate/Black,94.0,4.9
387,,Jordan Max Aura 4,Big Kids' Shoes,6 Colors,$95,,https://www.nike.com/t/jordan-max-aura-4-big-kids-shoes-c9CX99/DQ8404-106,"This next generation hoops-inspired shoe takes cues from its predecessors. Classic details show up in the molded branding on the sole, embroidered graphics on the tongue, and visible Air in the heel. Bold rubber tread and cloud-like cushioning will keep you light on your feet. So what are you waiting for? Get out there and take flight.",White/Black/University Blue; Black/White/Metallic Gold; Black/White/University Red; White/University Red/Black; University Red/White/Black; Black/Black/Anthracite,1.0,5.0
388,Sustainable Materials,Nike Air Max Flyknit Racer Next Nature,Men's Shoes,6 Colors,$160,$136.97,https://www.nike.com/t/air-max-flyknit-racer-next-nature-mens-shoes-m3NSDB/FD2764-700,"Paying homage to both heritage and innovation, we've blended 2 icons (old and new) to go beyond what's expected in the Nike Air Max Flyknit Racer. Incredibly light and stretchy Flyknit pairs with oh-so-soft cushioning. Lace up and let your feet do the talking.",University Red/Wolf Grey/Black/Black; Elemental Gold/Gold Suede/Black/Hyper Royal; Black/Anthracite/Black/Black; Black/White; Pure Platinum/White/Pure Platinum/Black; Ghost Green/Pink Blast/Photo Blue/Black,0.0,0.0
389,Sustainable Materials,Nike Revolution 6,Big Kids' Road Running Shoes,10 Colors,$60,$51.97,https://www.nike.com/t/revolution-6-big-kids-road-running-shoes-8zWsC4/DD1096-005,"We prioritize comfort, especially for our growing athletes. Made with 20% recycled content by weight, you can take these lightweight, breathable running shoes from all-day play to anytime wear and even track practice. Lightweight, breathable and cushioned for growing feet, the race starts now.",Iron Grey/Smoke Grey/White; Black/Dark Smoke Grey/Black; Black/Mint Foam/Canyon Purple/Metallic Red Bronze; Violet Frost/Metallic Silver/Vivid Purple/Thunder Blue; Pink Foam/Black; Black/Pink Foam/Hyper Pink; Midnight Navy/Flat Pewter/White; Light Smoke Grey/Dark Smoke Grey/Chrome/Green Strike; Game Royal/Black/White; Black/White/Metallic Gold; Mystic Navy/Atomic Green/Photo Blue; Black/Dark Smoke Grey/White; University Red/Black; Black/Magic Ember/Copa; Aura/Worn Blue/Multi-Color,55.0,4.7
390,,Nike Air Max 270,Baby/Toddler Shoe,13 Colors,$80,$68.97,https://www.nike.com/t/air-max-270-baby-toddler-shoe-ch3X2c/DD1646-113,"The Nike Air Max 270 is all about BIG Air for little feet. Kiddos can see 270 degrees of Air cushioning from the sides to the back. Plus, these everyday kicks are comfy for all of their daily adventures.",White/Yellow Strike/Pearl White/Crimson Bliss; Iron Grey/Black/White/University Red; White/Volt/Pure Platinum/Black; University Red/University Red/Black/University Red; Black/Bright Spruce/Barely Volt/White; Pure Platinum/Violet Frost/Midnight Navy/Metallic Silver; Smoke Grey/Black/White/Hyper Pink; White/Metallic Silver/White; Black/Anthracite/White; Grey Fog/Midnight Navy/Imperial Blue/Melon Tint; White/Summit White/Honeydew/Pink Foam; Black/Black; Black/Game Royal/Light Bone/White,57.0,4.8
391,,Nike Air Rift Breathe,Women's Shoes,1 Color,$105,$84.97,https://www.nike.com/t/air-rift-breathe-womens-shoes-MJp31C/848386-001,"Style yourself in the perfect warm-weather look with the Nike Air Rift Breathe. Hook-and-loop strap details let you easily slide into this split-toe design based on the '96 original. Nike Air cushioning in the heel and a plush foam midsole feel softer than ever, adding that sunny beach feeling to every step.",Shown: Black/White/Cool Grey,26.0,4.5
392,,Nike Huarache Run,Big Kids' Shoes,11 Colors,$90,,https://www.nike.com/t/huarache-run-big-kids-shoes-2KTrWZKn/654275-045,"The Nike Huarache Run is unmistakable. It’s all about the famous Huarache heel strap—grab it and slide your foot right in. A snug bootie design helps keep everything secure and supported while you run, climb and play.",Pink Foam/White/Hyper Pink; University Red/University Red/University Red; Hyper Royal/Safety Orange/Black/Yellow Ochre; Cool Grey/Wolf Grey/White/Cool Grey; White/Purple Punch/Black; Black/Neutral Grey/Medium Grey/White; White/Pure Platinum/White; Phantom/Bright Spruce/Black/Volt; Light Bone/University Gold/Black/Lethal Pink; Pure Platinum/Violet Frost/Vivid Purple/Metallic Copper; White/Grey Fog/Off Noir/Pink Foam; Black/Black/Black,828.0,4.7
393,Just In,Nike Little Posite One,Little Kids' Shoes,1 Color,$105,,https://www.nike.com/t/little-posite-one-little-kids-shoes-vTWdF5/DQ6212-500,"The Nike Little Posite One reimagines 1 of our favorite basketball shoes of the '90s—for kiddos! The Foamposites were groundbreaking back in the day, and now? They're a streetwear icon. Made to be durable and supportive, these kicks let your little one feel confident with every step from class to the playground.",Shown: Cave Purple/Vivid Purple/Black/Saturn Gold,0.0,0.0
394,,Nike SB Zoom Verona Slip PRM x Elissa Steamer,Skate Shoes,1 Color,$85,$59.97,https://www.nike.com/t/sb-zoom-verona-slip-prm-x-elissa-steamer-skate-shoes-xmDB05/DM4424-700,"From her video debut to the next mission, Elissa Steamer simply gets after it. Whether it’s in the streets or paddling out at Ocean Beach, she's always hunting gnar, and she brought that spirit to this Verona’s details. The nautical-inspired elastic stripes and custom bridge graphic insole capture her hometown of San Francisco’s storied surf culture and iconic landmarks.",Shown: Dark Sulfur/Sail/Rush Orange/Habanero Red,0.0,0.0
395,,Nike Air Zoom Pegasus 38,Little/Big Kids' Road Running Shoes,1 Color,$95,$69.97,https://www.nike.com/t/air-zoom-pegasus-38-little-big-kids-road-running-shoes-kGSw18/CZ4178-002,"The Nike Air Zoom Pegasus 38 returns to put a spring in your steps, skips and jumps using the same responsive foam as its predecessor. Breathable mesh in the upper combines the comfort and durability you want, plus more wiggle room for your toes.",Shown: Black/Anthracite/Volt/White,23.0,4.7
396,Just In,Nike Air Zoom Pegasus FlyEase,Women's Easy On/Off Road Running Shoes,4 Colors,$130,,https://www.nike.com/t/air-zoom-pegasus-flyease-womens-easy-on-off-road-running-shoes-cwVl7X/DJ7383-002,"Running is your daily ritual, with every step taking you closer to your personal goal. Let the Nike Air Zoom Pegasus FlyEase help you ascend to new heights with its comfortable, intuitive design. A supportive sensation helps keep your foot contained, while underfoot Air adds a pop to your step as you transition from heel to toe. Nike FlyEase technology acts as a strap, helping secure the fit. Your trusted workhorse with wings is back. Time to fly.",Black/Dark Smoke Grey/White; Iris Whisper/Light Madder Root/Summit White/Madder Root; Phantom/Summit White/Cerulean/Psychic Purple; Dark Smoke Grey/Olive Grey/Black/Metallic Copper; Design your own Nike By You product,26.0,4.1
397,,Nike Tiempo Legend 9 Club TF,Turf Soccer Shoes,3 Colors,$50,,https://www.nike.com/t/tiempo-legend-9-club-tf-turf-soccer-shoes-8lrbXd/DA1193-001,"1 of our lightest Tiempos to date, the Nike Tiempo Legend 9 Club TF lets you go on the offensive with a low-profile design that's reinvented for attackers. The upper has raised textures backed by soft foam pods for precise dribbling, passing and shooting, while a rubber sole helps supercharge traction on turf.",Black/Summit White/Light Photo Blue/Black; Sail/Gum Light Brown/Dark Beetroot; Metallic Copper/Off Noir/Black/White,19.0,4.4
398,Customize,Nike Phantom GT Elite By You,Custom Firm Ground Soccer Cleat,1 Color,$280,,https://www.nike.com/u/custom-nike-phantom-gt-elite-by-you-10000990/8014884521,"Take our most innovative cleat to the next level in the Nike Phantom GT Elite By You. After analyzing thousands of soccer-specific moves, a tacky material was added to the Flyknit construction to give you better touch and control of the ball. Add a Dynamic Fit collar for a feel with even more control or go with a low-cut cleat; then choose the traction that makes sense for your game.",Shown: Multi-Color/Multi-Color,,
399,Just In,Nike Zoom Mercurial Vapor 15 Academy MG,Multi-Ground Soccer Cleats,3 Colors,$85,,https://www.nike.com/t/zoom-mercurial-vapor-15-academy-mg-multi-ground-soccer-cleats-5DNpWz/DR5941-810,"Celebrate the game’s biggest competition in a design ignited by the science of connectivity and gravity that the world stage inspires. Featuring a stunning futuristic look made for the feet of the globe’s greatest players, these cleats have a Zoom Air unit and flexible NikeSkin up top for exceptional touch, helping you dominate in the waning minutes of a match—when it matters most.",White/Concord/Medium Blue/Metallic Copper; Yellow Strike/Coconut Milk/Doll/Sunset Glow; Metallic Copper/Metallic Copper; Mint Foam/Total Orange/Ghost Green/Blackened Blue,0.0,0.0
400,,Converse Chuck Taylor All Star High Top,Little Kids' Shoes,1 Color,$40,,https://www.nike.com/t/converse-chuck-taylor-all-star-high-top-little-kids-shoes-2c8Kqp/3J231-000,"A color-soaked classic from high top to toe, the Chuck Taylor All Star sneaker stays forever fresh.",Shown: Black,193.0,4.9
401,,Nike Free Run 2018,Men's Road Running Shoes,3 Colors,$120,$99.97,https://www.nike.com/t/free-run-2018-mens-road-running-shoes-RRT9elMk/942838-101,"Made for short runs when you want a barefoot-like feel, the Nike Free Run 2018 feels super light and flexible. Its sock-like upper has more stretch yarns than previous versions, so it hugs your feet more than ever. The innovative sole has an updated construction, yet still expands and contracts with every movement. The packable design makes the shoe easy to stuff into your bag—so you can get in a few miles on the fly.",College Navy/Squadron Blue/White; Black/White; White/Grey/Black,196.0,4.7
402,,Nike Air Force 1 '07 Premium,Men's Shoes,1 Color,$140,,https://www.nike.com/t/air-force-1-07-premium-mens-shoes-l23Dnl/DV4463-600,"A mix of real and synthetic leather, satin overlays and premium embroidery combine to celebrate the people and culture of New York City’s Ghanaian community. While embroidered backtabs honor Little Accra, a heavily Ghanaian enclave in the Bronx, metallic dubraes and graphics on the insoles encourage sharing stories and building community.",Shown: Habanero Red/Coconut Milk/Vivid Sulfur/Light Curry,2.0,5.0
403,,Nike Air Force 1 Mid '07 LX,Men's Shoes,2 Colors,$140,$82.97,https://www.nike.com/t/air-force-1-mid-07-lx-mens-shoes-RsLHNb/DQ8766-002,"Crossing hardwood comfort with off-court flair, the b-ball original gets you ready for fall. Premium materials like slub canvas underlays bring a classic look, while textured leather adds sophistication to any outfit. Vintage Sail accents on the outsole and Swoosh pair with throwback labeling for a retro boost.",Grey Fog/Enamel Green/Alpha Orange/Sail; Off Noir/Pecan/Alpha Orange/Sail,0.0,0.0
404,Sustainable Materials,Nike Free Run 5.0,Men's Road Running Shoes,10 Colors,$100,,https://www.nike.com/t/free-run-5-mens-road-running-shoes-Xp40hf/CZ1884-012,"Made from at least 20% recycled material by weight, the sock-like boot of this Nike Free is designed to transition from running to training to your everyday routine. With a breathable knit upper, it combines the flexibility you love with a secure design that will help keep you close to the ground for that barefoot feeling. New cushioning is lighter, softer and more responsive than previous versions so you can keep moving in comfort whether you’re on the pavement or track.",Black/Hyper Royal/Thunder Blue/Multi-Color; Velvet Brown/Medium Blue/Tour Yellow/White; Valerian Blue/Obsidian/Cerulean/Barely Green; Grey Fog/Light Smoke Grey/Pure Platinum; Black/Concord/Cinnabar/Football Grey; Cargo Khaki/Sequoia/Pilgrim/Glacier Blue; Black/Canyon Purple/Cave Purple/Metallic Pewter; White/Off White/Pure Platinum/Siren Red; Phantom/Sail/Black; Black/Off Noir/Black; Black/Dark Smoke Grey/Vivid Sulfur/Chlorine Blue; Black,225.0,4.4
405,,Nike Force 1 x Space Jam: A New Legacy,Little Kids' Shoes,1 Color,$75,,https://www.nike.com/t/force-1-x-space-jam-a-new-legacy-little-kids-shoes-FFKPc2/DN1438-001,"Made in collaboration with Space Jam: A New Legacy, the Nike Force 1 ’06 celebrates the new chapter. These legendary shoes from the hardwood get a fun reflective print that will take you out of this world.",Shown: Black/Light Blue Fury/Black,0.0,0.0
406,,Nike Quest 4,Men's Road Running Shoes,1 Color,$75,$52.97,https://www.nike.com/t/quest-4-mens-road-running-shoes-RlpLvS/DA1105-004,The pursuit of speed continues with the Nike Quest 4. Take on the streets with higher foam heights and cushioned comfort combined with a lightweight upper that offers secure support. Intuitive details make it a staple for the everyday runner.,Shown: Black/Midnight Navy/Hyper Royal/Light Smoke Grey,83.0,4.6
407,,NikeCourt Zoom Lite 3,Men's Hard Court Tennis Shoes,6 Colors,$70,$63.97,https://www.nike.com/t/nikecourt-zoom-lite-3-mens-hard-court-tennis-shoes-3crzS1/DH0626-005,"At first glance, the NikeCourt Zoom Lite 3 looks like a classic tennis shoe. Look closer and you'll find that it's anything but traditional. With a springy Zoom Air unit in the forefoot, a grippy outsole and an incredibly comfortable padded collar, it delivers the performance you need to play at your best.",Obsidian/Green Glow/White/Hyper Pink; Midnight Navy/Phantom/Lapis/White; Black/White/Mint Foam; White/Ashen Slate/Mystic Navy; Black/White; White/Black,11.0,3.4
408,,Nike Metcon 7 AMP,Training Shoes,4 Colors,$140,,https://www.nike.com/t/metcon-7-amp-training-shoes-gJT8QZ/DM0259-001,"Pay homage to a hero, an inspiration, a guiding light who helped you along the way in this special Nike Metcon 7 AMP. With room to inscribe a personal message on the right heel, you can honor someone or something that holds unique meaning to you. Nike React foam ups the comfort to help keep you ready for high-intensity cardio. Plus, a tab locks down your laces, so you can forget about them coming untied when you're focused on your next PR.",Multi-Color/Crimson Bliss/Citron Tint/White; Enigma Stone/Black/Dutch Blue/Boarder Blue; Light Marine/University Blue/Deep Royal Blue/White; Volt/Black/Bright Spruce/White,1.0,4.0
409,,Nike Air Max Goaterra 2.0,Big Kids' Shoes,2 Colors,$105,$99.97,https://www.nike.com/t/air-max-goaterra-2-big-kids-shoes-F2vBqv/DC9515-001,Attention puddle splashers and all explorers! The Nike Air Max Goaterra 2.0 is cold-weather ready with a versatile and durable design. These boots keep it comfy with a combo of plush foam and a Max Air unit underfoot. Where will your next adventure take you?,Midnight Navy/Pure Platinum/Vivid Purple/Metallic Silver; Black/Black; Cargo Khaki/Dark Smoke Grey,7.0,4.6
410,,KD14,Basketball Shoes,3 Colors,$150,$109.97,https://www.nike.com/t/kd14-basketball-shoes-BvdG8D/DC9379-600,"Kevin Durant lurks on the wing, waiting for the right time to strike before slicing his way through defenses. The KD14 is designed to help versatile players feel fresh all game—thanks to multilayer mesh and responsive cushioning. Plus, the midfoot strap is a subtle nod to the KD4 and takes inspiration from the shape of the Grim Reaper's scythe.",Regal Pink/Orange Chalk/Hyper Pink; Lime Ice/Pearl White/Light Mulberry; Sapphire/Deep Royal Blue/Lime Glow/Melon Tint,28.0,4.8
411,,Nike Manoa LTR,Big Kids' Boots,3 Colors,$85,$65.97,https://www.nike.com/t/manoa-ltr-big-kids-boots-1KKTsH/BQ5372-700,"The Nike Manoa LTR has everything you need for your next adventure: leather, soft foam cushioning and a design made to last. A rubber sole with an aggressive traction pattern helps you tackle cold, wet days.",Black/Black/Black; Wheat/Black/Wheat; Black/Sesame/Game Royal/Black,101.0,4.8
412,Sustainable Materials,Nike Revolution 6,Little Kids' Shoes,9 Colors,$60,$57.97,https://www.nike.com/t/revolution-6-little-kids-shoes-4zP8Xb/DD1095-002,"The Nike Revolution 6 is all about versatility for little athletes, from all-day play to anytime wear. With easy straps, kiddos can feel comfy and secure when slipping these on. Lightweight, breathable and made with at least 20% recycled material by weight—you can’t go wrong with that.",Black/Dark Smoke Grey/Black; Black/White/Metallic Gold; Mystic Navy/Atomic Green/Photo Blue; Light Smoke Grey/Dark Smoke Grey/Chrome/Green Strike; Black/Dark Smoke Grey/White; Violet Frost/Metallic Silver/Vivid Purple/Thunder Blue; Pink Foam/Black; Midnight Navy/Flat Pewter/White; Black/Pink Foam/Hyper Pink; University Red/Black,29.0,4.7
413,Sustainable Materials,Nike Air Max 2021,Men's Shoes,5 Colors,$160,$128.97,https://www.nike.com/t/air-max-2021-mens-shoes-fnRMh3/DA1925-001,"We could tell you that our innovative Air system delivers the best sensation you’ve ever felt. Or say how the honeycombed foam midsole gives you an incredible, super soft feel. We could tell you a lot of things about these shoes. But what fun is giving away all the surprises? Lace up and ride the next era of Air for yourself. Made from at least 20% recycled materials by weight.",Photon Dust/Varsity Red/White/Black; Black/Iron Grey/White; Ghost/Ashen Slate/Obsidian Mist/Obsidian; Photon Dust/Clear Emerald/Grey Fog/Summit White; Obsidian/Lime Glow/Brigade Blue/White,94.0,4.8
414,,Nike Jr. Phantom GT2 Academy TF,Little/Big Kids' Turf Soccer Shoes,2 Colors,$60,,https://www.nike.com/t/jr-phantom-gt2-academy-tf-little-big-kids-turf-soccer-shoes-KqJ3PT/DC0817-001,"Building on the Phantom GT, the Nike Jr. Phantom GT2 TF has an updated design and patterning that are engineered to help you place your shots with pinpoint accuracy. Off-center lacing provides a clean strike zone to help you dribble, pass and score with precision.",Glacier Ice/Yellow Strike/Sunset Glow/Black; Black/Summit White/Bright Crimson/Dark Smoke Grey,0.0,0.0
415,Sold Out,Nike Run Swift 2,Men's Road Running Shoes,8 Colors,$75,$52.97,https://www.nike.com/t/run-swift-2-mens-road-running-shoes-3xsP9M/CU3517-301,The Nike Run Swift 2 is designed with shorter miles in mind. An updated yet familiar shape delivers breathable stability. A durable outsole keeps you supported no matter your pace.,Black/Dark Smoke Grey/White; Black/Gold Suede/Vivid Purple/Canyon Purple; Sequoia/Black/White/Pilgrim; Football Grey/Concord/Dark Beetroot/Bright Crimson; Summit White/White/Obsidian/Valerian Blue; Black/Dark Smoke Grey,83.0,4.6
416,Member Access,Nike Dunk High Premium,Women's Shoes,2 Colors,$140,,https://www.nike.com/t/dunk-high-premium-womens-shoes-ZhkMvb/DX2044-200,"No wardrobe is complete without aged and weathered leather. Bridging vintage style with hoops DNA, the '80s b-ball icon returns with premium leather that's been perfectly softened for a timeless look. Natural variations in the upper (don’t worry, they’re still ready for everyday wear) make it look like you've been styling them for years, while giving your kicks an elevated feel. Oh, and the plush, high-top collar lets you take your game anywhere—in comfort.",Vachetta Tan/White/Vachetta Tan; Pecan/White/Pecan,0.0,0.0
417,Just In,Nike Air Max 270,Big Kids' Shoes,1 Color,$130,,https://www.nike.com/t/air-max-270-big-kids-shoes-vFjc6J/FD0299-100,"Big adventures call for big Air! Slip on the Nike Air Max 270 to add cushy comfort to playtime. An extra-large Max Air unit wraps around the heel for bouncy cushioning and dramatic style. Plus, the sock-like fit of the stretchy inner sleeve helps your foot feel secure. So go ahead, zoom around all day.",Shown: White/Black/Total Orange/Vivid Purple,0.0,0.0
418,Sustainable Materials,Nike Revolution 6 SE,Baby/Toddler Shoes,1 Color,$50,$32.97,https://www.nike.com/t/revolution-6-se-baby-toddler-shoes-3nlgt5/DJ1986-607,"The Nike Revolution 6 SE is made for the future runners + gamers inside all of us. From the digitized Swoosh to pixelated graphics, we bring the world of video games to life. These shoes are lightweight and breathable so playtime keeps going—there’s no stopping your kiddo now!",Shown: Sangria/Black/White/Volt,0.0,0.0
419,,Nike ZoomX Dragonfly Bowerman Track Club,Track & Field Distance Spikes,3 Colors,$150,$104.97,https://www.nike.com/t/zoomx-dragoy-bowerman-track-club-track-field-distance-spikes-0P9jtc/DN4860-600,"Light, breathable and bouncy—these are the ingredients for taking down your personal record. The Nike ZoomX Dragonfly delivers the speed you need to stand out from the pack in races from 1,500 to 10,000 meters. Details throughout celebrate the Bowerman Track Club and the athletes it has inspired.",Volt/Mint Foam/Vachetta Tan/Cave Purple; Gym Red/Black/White; Barely Volt/Dynamic Turquoise/Black/Hyper Orange,1.0,5.0
420,,Nike Flex Plus,Baby/Toddler Shoes,12 Colors,$50,$42.97,https://www.nike.com/t/flex-plus-baby-toddler-shoes-w2rCZk/CW7430-011,"On your marks! The Nike Flex Plus is built for kiddos who want to move all day. With a flexible feel, supersoft cushioning and an easy slip-on design (no laces needed!), these running-inspired shoes are ready to zoom with little feet learning to crawl and walk.",University Red/White/Black; Midnight Navy/Imperial Blue/White/Orange; Grey Fog/Photo Blue/Atomic Green; Light Smoke Grey/White/Black; Canyon Purple/Amethyst Ash/Mint Foam/Metallic Red Bronze; Game Royal/Black/White; Black/Siren Red/Washed Teal; Black/Cool Grey/White/Metallic Gold; Black/White; Black/Pink Foam/Metallic Silver; Black/University Red; Game Royal/Midnight Navy/White/Yellow Ochre,45.0,4.8
421,Just In,Zion 2,Big Kids' Shoes,1 Color,$90,,https://www.nike.com/t/zion-2-big-kids-shoes-wMGqDV/DX3331-164,"Go big like Zion in shoes designed for him and made for you. An adjustable strap up top helps lock your foot in while a firm midsole supports high-paced play. Plus, it has more Air cushioning than the Zion 1, so you'll get into the clouds easier and land softer. Make this your number 1 pick for the court.",Shown: Coconut Milk/Midnight Navy/Lemon Drop/Pomegranate,0.0,0.0
422,,Nike Alpha Huarache Elite 4 Mid,Men's Baseball Cleats,5 Colors,$95,,https://www.nike.com/t/alpha-huarache-elite-4-mid-mens-baseball-cleats-JDPv50/DJ6520-414,"Let the baseball world know what kind of bat-wielding beast you are. The midsole has React foam cushioning, perfect for sprinting around the bags or robbing your opponent of extra bases. The plush, breathable upper sports a strap that helps keep you contained without adding any unnecessary weight. Plus, the grippy rubber traction is tailor-made for all-out effort plays.",Black/Dark Smoke Grey/Light Smoke Grey/White; Summit White/White/Bright Crimson; White/Wolf Grey/Pure Platinum/Black; University Red/Team Red/Habanero Red/White; Hyper Royal/Deep Royal Blue/University Blue/White,3.0,5.0
423,,Nike Zoom Mercurial Superfly 9 Academy CR7 TF,Turf Soccer Shoes,4 Colors,$100,,https://www.nike.com/t/zoom-mercurial-superfly-9-academy-cr7-tf-turf-soccer-shoes-pJ76Rf/DQ5320-182,"Like Cristiano Ronaldo, azulejo tiles are a Portuguese national treasure. For the Nike Zoom Mercurial Superfly 9 Academy CR7, we took visual inspiration from the Portuguese icons to show what can be achieved when one dedicates themselves to the craft. Now loaded with a soccer-specific Zoom Air unit, you can put the pedal down in the waning minutes of a match—when it matters most.",Metallic Copper/Metallic Copper; White/Concord/Medium Blue/Metallic Copper; Mint Foam/Total Orange/Ghost Green/Blackened Blue; Black/Summit White/Volt/Dark Smoke Grey,1.0,5.0
424,Sustainable Materials,Nike Air Max 90,Men's Shoes,2 Colors,$140,,https://www.nike.com/t/air-max-90-mens-shoes-TR0gCl/DM8171-200,"Nothing as fly, nothing as comfortable, nothing as proven—the Air Max 90 adds spring to your step. With fun-loving details from the mushroom on the heel to the butterfly on the insole, it delivers sunny vibes. Plus, it lets you do good by looking good.",Sesame/Coconut Milk/Phantom/Rush Pink; Phantom/Iron Grey/Rush Pink/Celery; Design your own Nike By You product,20.0,5.0
425,,Nike SB Chron 2 Canvas,Skate Shoes,9 Colors,$65,$61.97,https://www.nike.com/t/sb-chron-2-canvas-skate-shoes-VmcNLG/DM3494-301,The Nike SB Chron 2 Canvas is the newest member of the Chron family. The revamped design includes a reshaped collar and heel for an improved fit—all while maintaining the comfort and performance you expect from Nike SB.,Black/Black/White; White/White/Black; Navy/Navy/Black/White; Ale Brown/Ale Brown/Gum Light Brown/Black; University Gold/University Gold/White/Black; White/White/White; Pilgrim/Pilgrim/White/Black; Black/Black/Black; White/White/Gum Light Brown/Light Bone,53.0,4.7
