,title,subtitle,num_colors,url,price,reduced_price,description,details,colors,n_reviews,avg_stars
34,,,,/us/nmd_r1-shoes/HP9661.html,,,"Why should you settle for anything less than outrageously comfortable? The adidas NMD_R1 shoes ensure you don't have to, packing running-shoe technology into a daily pair. As you answer the call of city adventures, you'll have responsive BOOST cushioning and a soft knit upper giving feet a heel-to-toe hug. We don't expect you to compromise on style either. These sleek shoes evolve an '80s design. 

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",, Bright Orange / Bright Orange / Core Black,2371,4.5
35,,,,/us/puremotion-super-shoes/GZ6777.html,,,"These comfy adidas shoes balance a running-inspired shape with a fit that's snug from every angle. There's Geofit padding to support the ankles, and the Cloudfoam Super midsole has a light, springy feel. So the whole foot feels cushioned, whether or not you're running around in them. 

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",, Core Black / Core Black / Carbon,7,4.7
36,,,,/us/nizza-platform-shoes/GY9526.html,,,"Basketball shoes in the 1970s broke through to inspire style for everyday wear. Decades later, that look is still going strong in sneakers that take you from the morning routine to your evening out. With a chunky vulcanized platform outsole, this pair from adidas simplifies the silhouette to match up with almost any outfit. Thick laces and 3-Stripes along the sides keep the vibe classic and tailored. 

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",, Core Black / Cloud White / Cloud White,2891,4.7
37,,,,/us/retropy-f2-shoes/GW9355.html,,,"A play on the past, the adidas Retropy F2 Shoes explore nostalgia through a futuristic lens. We took inspiration from classic '80s running styles and then upped the game with fresh proportions and impactful design cues. Aside from the look, there's a reason these sneakers will become your everyday go-to — the durable textile upper and cushioned EVA midsole are all about those long days and nights, supporting your moves with absolute comfort.

Made in part with recycled content generated from production waste, e.g. cutting scraps, and post-consumer household waste to avoid the larger environmental impact of producing virgin content.",, Grey Three / Core Black / Grey Five,119,4.7
38,,,,/us/adidas-by-stella-mccartney-solarglide-running-shoes/HQ5962.html,,,"Log your miles on a running shoe designed to impress with the adidas by Stella McCartney Solarglide Running Shoes. Mixing design and function, these shoes combine the best of both worlds.

The lightweight knit upper, made in part with recycled materials, will keep your feet snug on any run around 10k. The shoes get their signature look thanks to the striking speed-inspired cage. The cage is built to give you extra support with every step. 

Thanks to the flexible outsole and BOOST midsole, you'll feel energized on a run or throughout your day. They look as stylish on a run as under a pair of jeans.",, Core Black / Core Black / Core Black,7,4.4
39,,,,/us/superstar-bonega-shoes/GY1485.html,,,"From the hardwood to the hip hop stage, the adidas Superstar Shoes have solidified their place as an icon. This pair adds a touch of luxury with metallic gold-rimmed marble jewels on the laces and marble detailing on the heel. A memory foam sockliner keeps your feet comfortable.

Made in part with recycled content generated from production waste, e.g. cutting scraps, and post-consumer household waste to avoid the larger environmental impact of producing virgin content.",, Cloud White / Core Black / Gold Metallic,33,3.6
40,,,,/us/trx-vintage-shoes/GX4579.html,,,Throw it back to early adidas running style with the TRX Vintage shoes. The textile upper with suede overlays bring quintessential heritage adidas vibes. An EVA midsole ups the comfort level.,, Wonder Steel / Crystal White / Legend Ink,540,4.9
41,,,,/us/stan-smith-parley-shoes/GX6969.html,,,"An icon born on the tennis court more than 50 years ago, the adidas Stan Smith shoes have been worn in every corner of the world. Now they're part of our effort to help protect it. We teamed up with Parley for the Oceans to reimagine the beloved style, with tongue webbing and a heel strap made using upcycled plastic waste. The '70s vibes are still going strong, but innovative materials take a step toward the future.",,,21,4.7
42,,,,/us/terrex-trailmaker-mid-gore-tex-shoes/GY6146.html,,,"Everything you've wanted in a lightweight hiker is here. This adidas mid-height hiking shoe is perfect for fast movement on all-terrain trails. Extra ankle support helps you maneuver roots, rocks and muddy downhills. The Traxion rubber outsole has deep lugs for confidence on otherwise unsure footing. The ripstop upper gives them a look to wear from mountains to city.",,,51,4.5
43,,,,/us/nmd_r1-shoes/FZ5877.html,,,"Every day in the city is different from the last. New sights. New ideas. Hit the pavement and keep pace with the commotion in these adidas NMD_R1 shoes. They're built on a design from our running archives, so they're definitely up to the task of daily commutes and weekend rambles. BOOST cushioning and a stretchy knit upper have you covered with comfort. Midsole plugs serve up bold NMD style.

Made in part with recycled content generated from production waste, e.g. cutting scraps, and post-consumer household waste to avoid the larger environmental impact of producing virgin content.",, Core Black / Core Black / Core Black,2557,4.6
44,,,,/us/nmd_r1-shoes/GX9535.html,,,"Running style made for everyday exploration. These adidas NMD_R1 shoes update the original '80s-inspired shoes with a speckled pattern on the midsole. A stretchy knit upper hugs your foot for comfort on the go. Long commutes and slick city sidewalks are no problem, thanks to energy-returning BOOST midsole cushioning and the grippy rubber outsole beneath your feet.

This shoe's upper is made with a high-performance yarn which contains at least 50% Parley Ocean Plastic — reimagined plastic waste, intercepted on remote islands, beaches, coastal communities and shorelines, preventing it from polluting our ocean. The other 50% of the yarn is recycled polyester.",, Core Black / Core Black / Core Black,2557,4.6
45,,,,/us/grand-court-shoes/F36392.html,,,A '70s style reborn. These shoes take inspiration from iconic sport styles of the past and move them into the future. The shoes craft an everyday look with a smooth leather upper. Signature 3-Stripes flash along the sides. Plush midsole cushioning gives comfort to every step.,, Cloud White / Core Black / Cloud White,1283,4.7
46,,,,/us/supernova-2-tme-shoes/GX1674.html,,,"Better with every run. The adidas Supernova shoes are designed for the early days of running, when you build up ease and distance every time you head out the door. This version is created with running group Tinman Elite. It's made in part with recycled materials, with a soft synthetic upper on an energy-returning BOOST midsole.

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",,,,
47,,,,/us/adidas-terrex-agravic-boa-x-lego-trail-running-shoes/GX2188.html,,,"Curiosity and adventure go hand in hand. These kids' adidas trail running shoes fuel the fun with a colorful LEGO Group collaboration and all the tech kids need to explore. A grippy Traxion outsole offers confident footing for everything from off-trail rock hopping to playground games. The micro-adjustable BOA® Fit System lets them dial in a snug fit on the fly, and a cushioned midsole keeps feet comfy all day long.

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",,,4,4.5
